LoanID,CustomerID,BranchID,LoanOfficerEmployeeID,LoanType,LoanStatus,ApplicationDate,DecisionDate,DisbursementDate,RequestedAmount,ApprovedAmount,DisbursedAmount,OutstandingBalance,InterestRate,TermMonths,MonthlyPayment,DaysDelinquent,CollateralType,CollateralValue,PurposeDescription,RejectionReason,CreatedAt,UpdatedAt
LN0001801,CUST003685,BRN0014,EMP00123,Auto Loan,Rejected,2018-01-01,2018-01-18,,23410.79,,,,22.3733,360,437.05,0,Guarantor,29333.8,Investment,Insufficient income,2018-01-01 00:00:00,2019-10-19 00:00:00
LN0001802,CUST000196,BRN0043,EMP00285,Credit Card,Closed,2023-05-16,2023-05-20,2023-06-02,19379.67,15265.82,14864.43,4608.09,15.9769,360,205.0,0,Cash Deposit,27908.29,Vehicle purchase,,2023-05-16 00:00:00,2024-08-30 00:00:00
LN0001803,CUST002714,BRN0025,EMP00362,Personal Loan,Disbursed,2020-07-20,2020-08-10,2020-08-23,7169.45,7074.27,7032.16,1079.51,17.2866,360,102.5,0,Equipment,10558.45,Renovation,,2020-07-20 00:00:00,2021-03-27 00:00:00
LN0001804,CUST001075,BRN0047,EMP00316,Personal Loan,Pending,2019-06-24,,,3700.12,,,,5.1831,60,70.14,0,Guarantor,334544.52,,,2019-06-24 00:00:00,2020-05-25 00:00:00
LN0001805,CUST003032,BRN0022,EMP00290,Line of Credit,Rejected,2021-07-29,2021-08-15,,255590.04,,,,9.1156,36,8141.45,0,Guarantor,,Home purchase,Insufficient income,2021-07-29 00:00:00,2023-05-02 00:00:00
LN0001806,CUST006742,BRN0044,EMP00135,Line of Credit,Disbursed,2023-12-17,2023-12-24,2024-01-05,72388.3,,70343.31,66329.43,10.781,60,1560.21,0,Equipment,,Business expansion,,2023-12-17 00:00:00,2025-11-11 00:00:00
LN0001807,CUST007174,BRN0024,EMP00160,Business Loan,Approved,2023-09-30,2023-10-27,,11741.93,9160.98,,,15.3427,36,319.11,0,Cash Deposit,29891.45,Vehicle purchase,,2023-09-30 00:00:00,2024-03-02 00:00:00
LN0001808,CUST006902,BRN0017,EMP00432,Auto Loan,Rejected,2019-03-27,2019-04-26,,8869.83,,,,19.4377,48,267.26,0,Guarantor,,Medical expenses,Insufficient income,2019-03-27 00:00:00,2020-08-07 00:00:00
LN0001809,CUST006284,BRN0021,EMP00037,Line of Credit,Approved,2019-11-03,2019-12-03,,20920.81,14846.01,,,20.8151,120,294.98,0,Vehicle,323547.57,Education,,2019-11-03 00:00:00,2020-10-14 00:00:00
LN0001810,CUST005993,BRN0023,EMP00375,Student Loan,Rejected,2020-11-02,2020-11-28,,7561.67,,,,15.9194,240,104.75,0,,49375.28,Renovation,Insufficient income,2020-11-02 00:00:00,2021-02-08 00:00:00
LN0001811,CUST009556,BRN0037,EMP00241,Line of Credit,Disbursed,2024-10-16,2024-11-05,2024-11-14,3205.28,3040.82,2937.39,758.19,23.4297,60,86.47,0,None,9968.32,Debt consolidation,,2024-10-16 00:00:00,2025-09-07 00:00:00
LN0001812,CUST006379,BRN0034,EMP00177,Student Loan,Defaulted,2023-03-20,2023-03-28,2023-04-03,467013.73,392139.22,382312.33,186179.46,8.7078,240,3454.82,320,Vehicle,6218.23,Medical expenses,,2023-03-20 00:00:00,2023-11-16 00:00:00
LN0001813,CUST009529,BRN0041,EMP00136,Auto Loan,Rejected,2019-03-08,2019-03-31,,14480.85,,,,13.4717,12,1296.6,0,Cash Deposit,,Home purchase,,2019-03-08 00:00:00,2021-01-24 00:00:00
LN0001814,CUST008779,BRN0013,EMP00019,Credit Card,Disbursed,2018-01-21,2018-02-20,2018-03-02,62033.75,43830.46,42499.7,24866.79,9.4617,24,2011.68,0,Cash Deposit,2464.78,Medical expenses,,2018-01-21 00:00:00,2019-03-07 00:00:00
LN0001815,CUST000698,BRN0043,EMP00250,Credit Card,Disbursed,2024-02-23,2024-02-26,2024-02-29,57011.79,42695.32,41414.36,26141.92,9.0198,48,1062.88,0,None,25927.65,Home purchase,,2024-02-23 00:00:00,2025-06-03 00:00:00
LN0001816,CUST001994,BRN0020,EMP00485,Business Loan,Pending,2021-06-10,,,125742.65,,,,15.9079,84,2490.92,0,Cash Deposit,,Renovation,,2021-06-10 00:00:00,2022-03-13 00:00:00
LN0001817,CUST002934,BRN0042,EMP00389,Auto Loan,Disbursed,2019-02-27,2019-03-11,2019-03-25,5591.59,4359.17,4201.96,82.88,10.1712,36,141.01,0,Cash Deposit,121595.72,Personal use,,2019-02-27 00:00:00,2019-09-28 00:00:00
LN0001818,CUST003261,BRN0011,EMP00426,Line of Credit,Rejected,2022-12-07,2022-12-09,,48949.72,,,,9.4308,84,798.3,0,Cash Deposit,18415.73,Working capital,Low credit score,2022-12-07 00:00:00,2024-11-16 00:00:00
LN0001819,CUST007726,BRN0025,EMP00151,Business Loan,Pending,2024-05-04,,,377302.55,,,,11.0142,360,3597.19,0,None,,Personal use,,2024-05-04 00:00:00,2024-12-25 00:00:00
LN0001820,CUST007168,BRN0021,EMP00493,Auto Loan,Closed,2018-08-20,2018-09-03,2018-09-17,76343.67,67640.73,67325.52,46731.7,10.9924,36,2214.23,0,None,,Debt consolidation,,2018-08-20 00:00:00,2018-11-30 00:00:00
LN0001821,CUST002051,BRN0039,EMP00144,Personal Loan,Disbursed,2020-03-21,2020-04-05,2020-04-18,14350.49,10699.38,10356.06,6158.87,12.7366,48,285.64,0,Equipment,32218.53,Personal use,,2020-03-21 00:00:00,2020-07-07 00:00:00
LN0001822,CUST003514,BRN0040,EMP00484,Credit Card,Rejected,2019-11-15,2019-12-12,,16299.42,,,,20.5856,36,610.62,0,Property,241756.24,Debt consolidation,High DTI,2019-11-15 00:00:00,2020-12-28 00:00:00
LN0001823,CUST000760,BRN0014,EMP00278,Business Loan,Rejected,2020-10-24,2020-10-30,,81360.99,,,,8.3684,24,3693.42,0,,160505.88,Business expansion,Policy limit,2020-10-24 00:00:00,2021-08-14 00:00:00
LN0001824,CUST006291,BRN0012,EMP00320,Student Loan,Rejected,2020-05-04,2020-05-18,,16047.19,,,,17.5222,24,797.44,0,Guarantor,,,,2020-05-04 00:00:00,2021-11-20 00:00:00
LN0001825,CUST000789,BRN0037,EMP00237,Student Loan,Approved,2022-06-19,2022-06-27,,8639.32,6344.04,,,4.6781,48,145.18,0,Vehicle,15017.86,Investment,,2022-06-19 00:00:00,2023-06-30 00:00:00
LN0001826,CUST000425,BRN0001,EMP00044,Line of Credit,Disbursed,2020-01-15,2020-02-07,2020-02-10,19668.65,15796.15,15777.03,14746.29,16.2143,60,385.93,0,Equipment,,,,2020-01-15 00:00:00,2021-11-10 00:00:00
LN0001827,CUST001959,BRN0031,EMP00090,Credit Card,Disbursed,2020-06-22,2020-07-15,2020-07-18,3570.13,2843.65,2828.52,1163.75,18.3839,24,142.49,0,,87720.39,Home purchase,,2020-06-22 00:00:00,2022-04-28 00:00:00
LN0001828,CUST000132,BRN0050,EMP00412,Personal Loan,Approved,2022-09-27,2022-10-07,,25359.94,18763.29,,,14.0664,12,1685.29,0,Vehicle,,Equipment purchase,,2022-09-27 00:00:00,2023-11-07 00:00:00
LN0001829,CUST000995,BRN0007,EMP00148,Student Loan,Closed,2018-12-06,,2019-01-09,239605.61,196026.74,191706.83,16784.5,12.9733,24,9317.01,0,Vehicle,,Renovation,,2018-12-06 00:00:00,2020-06-26 00:00:00
LN0001830,CUST004966,BRN0012,EMP00156,Student Loan,Approved,2022-04-18,2022-04-25,,32698.43,25555.87,,,12.7491,48,682.42,0,None,265099.34,Home purchase,,2022-04-18 00:00:00,2022-10-21 00:00:00
LN0001831,CUST007768,BRN0018,EMP00299,Auto Loan,Approved,2024-05-03,2024-05-12,,53733.98,48657.36,,,18.7517,180,810.04,0,Guarantor,,Equipment purchase,,2024-05-03 00:00:00,2025-05-15 00:00:00
LN0001832,CUST006646,BRN0038,EMP00452,Personal Loan,Approved,2022-10-31,2022-11-29,,31388.93,23173.75,,,8.6417,240,203.19,0,None,69635.43,Medical expenses,,2022-10-31 00:00:00,2023-10-13 00:00:00
LN0001833,CUST003007,BRN0005,EMP00425,Home Mortgage,Closed,2019-10-03,2019-10-11,2019-10-22,2207352.42,1545411.37,1490839.09,895013.13,17.9426,180,24823.83,0,Equipment,,Education,,2019-10-03 00:00:00,2021-04-11 00:00:00
LN0001834,CUST009151,BRN0012,EMP00456,Line of Credit,Closed,2020-03-27,2020-04-18,2020-04-28,9990.42,8203.6,7932.99,1049.34,8.566,48,202.46,0,None,37076.6,Medical expenses,,2020-03-27 00:00:00,2020-08-18 00:00:00
LN0001835,CUST005051,BRN0050,EMP00078,Auto Loan,Disbursed,2020-09-29,2020-10-12,2020-10-18,55117.72,46468.44,46171.65,4629.3,4.947,360,247.95,0,Equipment,13846.54,Medical expenses,,2020-09-29 00:00:00,2022-05-26 00:00:00
LN0001836,CUST005367,BRN0032,EMP00084,Personal Loan,Approved,2018-12-28,2019-01-18,,47068.98,40619.4,,,8.3673,36,1279.76,0,Guarantor,,Education,,2018-12-28 00:00:00,2020-08-15 00:00:00
LN0001837,CUST008016,BRN0031,EMP00131,Credit Card,Disbursed,2020-01-12,2020-01-20,2020-02-02,1143.08,956.98,926.49,826.12,16.3283,180,14.27,0,Property,1153.02,Renovation,,2020-01-12 00:00:00,2021-09-30 00:00:00
LN0001838,CUST003925,BRN0048,EMP00384,Home Mortgage,Disbursed,2021-12-18,2021-12-24,2022-01-06,7358.11,7256.84,7211.44,3667.73,12.2651,120,105.23,0,Property,24168.67,Home purchase,,2021-12-18 00:00:00,2023-09-02 00:00:00
LN0001839,CUST007241,BRN0015,EMP00148,Credit Card,Rejected,2020-06-11,2020-07-11,,14291.87,,,,11.179,24,667.3,0,None,,Medical expenses,High DTI,2020-06-11 00:00:00,2020-09-05 00:00:00
LN0001840,CUST005813,BRN0043,EMP00151,Home Mortgage,Rejected,2024-03-29,2024-03-31,,85014.37,,,,9.5626,360,718.73,0,,,Medical expenses,Incomplete documents,2024-03-29 00:00:00,2024-12-01 00:00:00
LN0001841,CUST002367,BRN0013,EMP00244,Business Loan,In Arrears,2021-09-22,2021-10-04,2021-10-05,26497.5,20609.49,20406.45,12342.85,14.3116,84,389.78,61,Guarantor,,Investment,,2021-09-22 00:00:00,2023-08-16 00:00:00
LN0001842,CUST001787,BRN0050,EMP00031,Personal Loan,Approved,2021-12-21,2021-12-27,,6057.29,5441.26,,,19.5161,240,90.38,0,Property,,Education,,2021-12-21 00:00:00,2023-02-06 00:00:00
LN0001843,CUST000064,BRN0008,EMP00092,Credit Card,Disbursed,2023-12-07,2023-12-14,2023-12-22,67867.72,64211.49,63211.45,43110.1,17.4724,120,1135.28,0,None,44879.16,Investment,,2023-12-07 00:00:00,2025-03-05 00:00:00
LN0001844,CUST001221,BRN0031,EMP00409,Student Loan,Rejected,2018-09-01,2018-09-28,,36270.87,,,,14.4348,60,852.16,0,Vehicle,,Business expansion,Insufficient income,2018-09-01 00:00:00,2020-02-23 00:00:00
LN0001845,CUST008887,BRN0044,EMP00032,Home Mortgage,Pending,2024-02-08,,,63410.06,,,,12.0812,24,2987.34,0,Guarantor,,Education,,2024-02-08 00:00:00,2024-07-25 00:00:00
LN0001846,CUST003885,BRN0027,EMP00465,Business Loan,Approved,2018-03-03,2018-03-22,,11846.33,9788.95,,,10.4946,48,250.6,0,Property,,Investment,,2018-03-03 00:00:00,2018-11-17 00:00:00
LN0001847,CUST004671,BRN0015,EMP00418,Line of Credit,Disbursed,2022-12-30,2023-01-12,2023-01-21,5710.67,5321.72,5192.45,4461.66,9.5887,12,466.85,0,Guarantor,,Investment,,2022-12-30 00:00:00,2024-06-04 00:00:00
LN0001848,CUST001193,BRN0002,EMP00166,Line of Credit,Disbursed,2020-12-20,2020-12-21,2020-12-31,10968.05,10772.3,10269.17,556.93,23.0001,60,303.68,0,Vehicle,,Debt consolidation,,2020-12-20 00:00:00,2021-12-04 00:00:00
LN0001849,CUST006710,BRN0006,,Auto Loan,Approved,2022-10-16,2022-10-22,,8799.18,6727.64,,,22.5059,360,126.33,0,None,,Vehicle purchase,,2022-10-16 00:00:00,2023-06-07 00:00:00
LN0001850,CUST008526,BRN0025,EMP00300,Personal Loan,Disbursed,2021-02-10,2021-02-23,2021-02-25,80463.88,61938.88,59976.47,30537.86,8.1004,60,1258.88,0,Property,3766.65,Personal use,,2021-02-10 00:00:00,2022-05-09 00:00:00
LN0001851,CUST003373,BRN0015,EMP00424,Personal Loan,Rejected,2021-07-14,2021-07-17,,65907.13,,,,5.8079,12,5666.57,0,Vehicle,50042.56,,Incomplete documents,2021-07-14 00:00:00,2022-05-19 00:00:00
LN0001852,CUST004751,BRN0014,EMP00408,Auto Loan,Disbursed,2023-04-24,2023-05-16,2023-05-25,24052.37,18976.69,18326.79,16278.06,8.3182,48,466.12,0,None,1203959.65,,,2023-04-24 00:00:00,2023-05-10 00:00:00
LN0001853,CUST009189,BRN0030,EMP00058,Student Loan,Closed,2022-02-20,2022-02-28,2022-03-06,177075.05,166309.48,166124.48,30673.95,3.9314,48,3750.01,0,Guarantor,124632.79,Vehicle purchase,,2022-02-20 00:00:00,2024-01-29 00:00:00
LN0001854,CUST007500,BRN0012,EMP00479,Home Mortgage,Approved,2024-12-20,2025-01-19,,49969.33,38428.07,,,10.773,180,431.31,0,None,,Renovation,,2024-12-20 00:00:00,2026-09-22 00:00:00
LN0001855,CUST000919,BRN0028,,Credit Card,Rejected,2020-06-10,2020-06-30,,489615.65,,,,11.1863,48,12698.71,0,Equipment,85110.84,Business expansion,Policy limit,2020-06-10 00:00:00,2022-04-01 00:00:00
LN0001856,CUST001152,BRN0021,EMP00063,Line of Credit,Disbursed,2024-04-19,2024-04-28,2024-05-02,26435.89,18641.19,18308.14,10514.18,8.1393,12,,0,None,,Personal use,,2024-04-19 00:00:00,2025-10-22 00:00:00
LN0001857,CUST005908,BRN0049,EMP00144,Business Loan,Disbursed,2024-09-14,,2024-10-25,30534.82,21523.52,21236.1,4375.88,22.488,48,683.84,0,None,43740.1,,,2024-09-14 00:00:00,2025-04-17 00:00:00
LN0001858,CUST006751,BRN0034,EMP00110,Business Loan,Rejected,2023-10-01,2023-10-08,,86209.96,,,,14.4176,24,4156.22,0,Property,,Home purchase,Incomplete documents,2023-10-01 00:00:00,2024-03-03 00:00:00
LN0001859,CUST004399,BRN0001,EMP00377,Credit Card,Approved,2021-07-28,2021-08-08,,8690.58,7638.66,,,23.3448,36,297.06,0,,22486.01,Medical expenses,,2021-07-28 00:00:00,2023-05-03 00:00:00
LN0001860,CUST000164,BRN0017,EMP00500,Personal Loan,Disbursed,2019-10-19,2019-10-22,2019-11-04,14351.51,11404.78,11070.22,3753.32,5.2868,360,63.24,0,Equipment,114011.83,Education,,2019-10-19 00:00:00,2021-01-29 00:00:00
LN0001861,CUST002760,BRN0005,EMP00172,Business Loan,Closed,2022-05-18,2022-05-22,2022-05-26,5687.56,4487.89,4477.96,3614.98,17.2569,60,112.16,0,Property,34252.9,Renovation,,2022-05-18 00:00:00,2022-12-04 00:00:00
LN0001862,CUST006476,BRN0037,EMP00022,Home Mortgage,Disbursed,2021-01-21,2021-02-01,2021-02-06,31974.99,24345.63,23166.36,12091.31,14.5745,24,1175.52,0,None,,Renovation,,2021-01-21 00:00:00,2022-07-27 00:00:00
LN0001863,CUST006975,BRN0031,EMP00261,Home Mortgage,Rejected,2024-01-09,2024-01-19,,9009.95,,,,13.965,36,307.79,0,Cash Deposit,,Education,High DTI,2024-01-09 00:00:00,2024-05-07 00:00:00
LN0001864,CUST001353,BRN0016,EMP00061,Home Mortgage,Approved,2023-09-11,2023-09-26,,26730.31,19406.27,,,6.7431,24,866.61,0,Cash Deposit,,Home purchase,,2023-09-11 00:00:00,2024-07-31 00:00:00
LN0001865,CUST009522,BRN0046,EMP00249,Business Loan,Disbursed,2019-05-17,2019-06-08,2019-06-14,31789.88,24271.32,23138.93,554.95,7.5488,60,486.91,0,Vehicle,,Education,,2019-05-17 00:00:00,2021-03-01 00:00:00
LN0001866,CUST009994,BRN0019,EMP00086,Business Loan,Disbursed,2018-09-25,2018-09-26,2018-10-10,12099.67,11559.36,11458.1,9367.99,8.6122,12,1008.81,0,Vehicle,120362.27,Personal use,,2018-09-25 00:00:00,2020-05-15 00:00:00
LN0001867,CUST008834,BRN0024,,Home Mortgage,Approved,2018-08-16,2018-09-10,,14792.58,11313.42,,,17.0053,360,161.34,0,Property,,Home purchase,,2018-08-16 00:00:00,2020-03-31 00:00:00
LN0001868,CUST003567,BRN0036,EMP00306,Business Loan,Approved,2021-01-29,2021-02-03,,35036.94,27731.16,,,21.4418,360,496.35,0,Vehicle,42408.85,Personal use,,2021-01-29 00:00:00,2021-12-12 00:00:00
LN0001869,CUST001069,BRN0047,EMP00018,Student Loan,Approved,2018-03-23,2018-04-14,,64006.64,54487.41,,,10.3527,60,1167.17,0,Equipment,,Vehicle purchase,,2018-03-23 00:00:00,2019-05-06 00:00:00
LN0001870,CUST004707,BRN0046,EMP00287,Home Mortgage,Pending,2018-03-09,,,151089.11,,,,7.7777,12,13127.48,0,Vehicle,607196.48,Renovation,,2018-03-09 00:00:00,2018-07-31 00:00:00
LN0001871,CUST001621,BRN0005,EMP00165,Personal Loan,Approved,2023-06-15,2023-06-17,,37357.68,30603.97,,,7.9494,84,476.23,0,None,,Home purchase,,2023-06-15 00:00:00,2024-10-07 00:00:00
LN0001872,CUST002274,BRN0024,EMP00384,Personal Loan,Rejected,2021-05-15,2021-06-09,,20228.58,,,,4.5793,24,883.65,0,Cash Deposit,89011.07,Equipment purchase,Low credit score,2021-05-15 00:00:00,2022-06-21 00:00:00
LN0001873,CUST000075,BRN0012,EMP00446,Credit Card,In Arrears,2022-07-19,2022-08-07,2022-08-14,64309.83,62545.77,61838.44,26077.14,14.3338,180,847.02,19,Cash Deposit,38541.63,Investment,,2022-07-19 00:00:00,2022-08-25 00:00:00
LN0001874,CUST006083,BRN0008,EMP00490,Credit Card,Disbursed,2019-12-17,2019-12-30,2020-01-03,48591.77,37950.82,37688.74,6215.26,20.3578,360,645.34,0,,242295.4,Medical expenses,,2019-12-17 00:00:00,2021-07-26 00:00:00
LN0001875,CUST000797,BRN0016,EMP00426,Auto Loan,Approved,2020-07-28,2020-08-06,,34670.97,31119.86,,,11.1974,84,536.08,0,Cash Deposit,,Working capital,,2020-07-28 00:00:00,2022-03-05 00:00:00
LN0001876,CUST005356,BRN0035,EMP00186,Home Mortgage,Disbursed,2019-01-19,2019-02-09,2019-02-22,103668.93,101324.74,98831.58,74806.99,14.0363,12,9099.39,0,Property,286008.62,Renovation,,2019-01-19 00:00:00,2020-04-14 00:00:00
LN0001877,CUST001426,BRN0020,EMP00027,Business Loan,Pending,2020-02-04,,,170286.52,,,,7.4734,84,2609.67,0,None,,Equipment purchase,,2020-02-04 00:00:00,2020-12-28 00:00:00
LN0001878,CUST007683,BRN0013,,Line of Credit,Rejected,2018-08-06,2018-08-14,,15896.82,,,,4.5785,24,694.42,0,Property,25043.25,Vehicle purchase,,2018-08-06 00:00:00,2020-01-03 00:00:00
LN0001879,CUST009217,BRN0012,EMP00499,Business Loan,Approved,2018-10-14,2018-11-04,,77283.86,58092.63,,,7.5246,48,1405.28,0,Equipment,27851.01,Home purchase,,2018-10-14 00:00:00,2019-10-16 00:00:00
LN0001880,CUST009114,BRN0038,EMP00251,Personal Loan,Disbursed,2019-02-14,2019-03-08,2019-03-18,62101.18,56873.25,55844.08,42969.4,16.1019,24,2787.46,0,Property,8219.74,Debt consolidation,,2019-02-14 00:00:00,2020-07-19 00:00:00
LN0001881,CUST004017,BRN0038,EMP00223,Personal Loan,Approved,2024-12-19,2025-01-08,,310453.71,257454.47,,,14.2553,36,8831.14,0,Guarantor,,Education,,2024-12-19 00:00:00,2025-10-31 00:00:00
LN0001882,CUST009068,BRN0043,EMP00086,Personal Loan,Disbursed,2021-04-09,2021-05-02,2021-05-15,14786.36,11579.03,11063.14,775.68,6.0861,36,352.71,0,Cash Deposit,,Medical expenses,,2021-04-09 00:00:00,2022-12-26 00:00:00
LN0001883,CUST009827,BRN0043,EMP00218,Student Loan,Pending,2024-08-31,,,310758.24,,,,4.6085,48,7101.56,0,Cash Deposit,5345.33,Home purchase,,2024-08-31 00:00:00,2026-07-22 00:00:00
LN0001884,CUST005468,BRN0018,EMP00050,Personal Loan,Approved,2022-08-29,2022-09-02,,157899.16,119389.04,,,8.3384,180,1164.39,0,Property,,Investment,,2022-08-29 00:00:00,2024-03-17 00:00:00
LN0001885,CUST002314,BRN0021,EMP00300,Home Mortgage,Closed,2023-04-08,2023-04-27,2023-04-29,45327.41,36078.42,35782.37,1883.41,4.6278,180,278.36,0,Equipment,,Renovation,,2023-04-08 00:00:00,2025-03-03 00:00:00
LN0001886,CUST008492,BRN0042,EMP00300,Home Mortgage,Closed,2019-01-13,2019-02-11,2019-02-22,96375.16,90273.18,90101.4,28770.44,6.4914,48,2140.47,0,Cash Deposit,22083.99,Business expansion,,2019-01-13 00:00:00,2020-02-13 00:00:00
LN0001887,CUST004248,BRN0042,EMP00179,Business Loan,Disbursed,2023-02-20,2023-03-10,2023-03-19,147905.33,138658.24,134030.64,114976.19,12.3881,120,2020.58,0,None,,Renovation,,2023-02-20 00:00:00,2024-06-18 00:00:00
LN0001888,CUST003571,BRN0038,EMP00244,Auto Loan,Disbursed,2020-10-13,2020-11-06,2020-11-14,1367.71,1272.61,1258.9,57.85,6.9151,180,11.38,0,Property,,Education,,2020-10-13 00:00:00,2022-06-25 00:00:00
LN0001889,CUST005348,BRN0042,EMP00258,Home Mortgage,Approved,2021-04-22,2021-05-09,,58117.03,43003.86,,,20.3653,12,3991.16,0,Guarantor,,Renovation,,2021-04-22 00:00:00,2023-03-25 00:00:00
LN0001890,CUST008072,BRN0003,EMP00368,Business Loan,Disbursed,2019-09-25,2019-10-01,2019-10-02,133038.53,126562.54,126503.6,18467.07,6.8096,60,2494.74,0,Vehicle,,Working capital,,2019-09-25 00:00:00,2020-06-22 00:00:00
LN0001891,CUST000494,BRN0038,EMP00090,Auto Loan,Closed,2024-03-24,2024-04-12,2024-04-17,119978.24,93205.48,88609.47,9532.56,17.2182,84,1916.5,0,Cash Deposit,27030.9,Working capital,,2024-03-24 00:00:00,2025-11-02 00:00:00
LN0001892,CUST005974,BRN0006,EMP00211,Home Mortgage,Approved,2018-05-03,2018-05-28,,5207.49,,,,21.4904,120,88.62,0,None,24155.05,Debt consolidation,,2018-05-03 00:00:00,2019-01-19 00:00:00
LN0001893,CUST009820,BRN0045,EMP00305,Personal Loan,Approved,2020-03-06,2020-03-31,,23979.07,17313.85,,,19.4791,84,379.06,0,None,,Vehicle purchase,,2020-03-06 00:00:00,2021-12-18 00:00:00
LN0001894,CUST006440,BRN0040,EMP00356,Business Loan,Approved,2022-03-14,2022-03-16,,40033.49,29708.37,,,6.8165,84,445.72,0,None,,Equipment purchase,,2022-03-14 00:00:00,2023-07-25 00:00:00
LN0001895,CUST002175,BRN0020,EMP00432,Auto Loan,Disbursed,2021-01-11,2021-01-15,2021-01-26,375722.59,285318.62,275048.6,87850.29,12.8219,36,9589.05,0,Guarantor,,Investment,,2021-01-11 00:00:00,2022-04-09 00:00:00
LN0001896,CUST001962,BRN0035,EMP00202,Credit Card,Defaulted,2019-08-17,2019-08-21,2019-08-31,13632.55,11036.53,11017.44,2882.86,5.7836,24,488.07,195,Vehicle,,Education,,2019-08-17 00:00:00,2021-06-20 00:00:00
LN0001897,CUST004592,BRN0049,EMP00352,Auto Loan,Approved,2024-08-26,2024-08-31,,94323.18,67937.49,,,20.2055,60,1807.7,0,Vehicle,,Home purchase,,2024-08-26 00:00:00,2025-09-03 00:00:00
LN0001898,CUST007591,BRN0042,EMP00152,Business Loan,Pending,2023-07-20,,,16872.79,,,,12.8904,60,382.96,0,Property,,,,2023-07-20 00:00:00,2023-10-09 00:00:00
LN0001899,CUST006542,BRN0006,EMP00153,Home Mortgage,Closed,2022-12-26,2023-01-22,2023-01-30,33131.82,31890.26,30945.45,11486.6,6.5883,48,757.58,0,Property,63964.38,Personal use,,2022-12-26 00:00:00,2024-02-23 00:00:00
LN0001900,CUST002189,BRN0001,EMP00329,Home Mortgage,Approved,2019-08-10,2019-09-08,,168989.44,144592.45,,,19.184,360,2319.24,0,Property,10675.39,Vehicle purchase,,2019-08-10 00:00:00,2019-08-12 00:00:00
LN0001901,CUST004540,BRN0014,EMP00245,Home Mortgage,Disbursed,2021-09-29,2021-10-08,2021-10-12,23622.14,20563.17,19779.05,8817.8,20.4057,36,768.46,0,Guarantor,72045.58,Business expansion,,2021-09-29 00:00:00,2021-10-03 00:00:00
LN0001902,CUST003261,BRN0032,EMP00345,Student Loan,Disbursed,2021-10-26,2021-11-02,2021-11-13,115480.78,98809.42,98490.73,19595.02,3.8697,24,4285.06,0,Cash Deposit,60866.92,Emergency,,2021-10-26 00:00:00,2021-12-28 00:00:00
LN0001903,CUST009619,BRN0043,EMP00497,Credit Card,Approved,2024-07-09,2024-07-20,,28673.54,23176.05,,,21.9925,240,430.25,0,Guarantor,,Personal use,,2024-07-09 00:00:00,2025-08-25 00:00:00
LN0001904,CUST004124,BRN0021,EMP00342,Line of Credit,Pending,2022-03-10,,,32186.41,,,,23.0612,12,3028.93,0,Property,,Personal use,,2022-03-10 00:00:00,2023-04-23 00:00:00
LN0001905,CUST001694,BRN0005,EMP00004,Auto Loan,Approved,2023-08-04,2023-08-06,,29339.03,27907.8,,,15.9091,240,386.37,0,Cash Deposit,,,,2023-08-04 00:00:00,2024-08-15 00:00:00
LN0001906,CUST005861,BRN0025,EMP00135,Auto Loan,Rejected,2023-11-27,2023-12-12,,54166.96,,,,11.4446,24,2535.8,0,None,49621.36,,Incomplete documents,2023-11-27 00:00:00,2025-11-26 00:00:00
LN0001907,CUST006760,BRN0034,EMP00488,Home Mortgage,Disbursed,2022-10-24,2022-11-05,2022-11-09,6695.09,5039.96,5012.54,138.19,12.7892,48,134.68,0,Cash Deposit,26261.8,,,2022-10-24 00:00:00,2022-10-26 00:00:00
LN0001908,CUST003017,BRN0028,EMP00449,Auto Loan,Rejected,2023-09-28,2023-10-03,,71190.6,,,,15.1851,24,3458.06,0,Equipment,,Investment,Low credit score,2023-09-28 00:00:00,2024-07-16 00:00:00
LN0001909,CUST000080,BRN0036,EMP00110,Student Loan,Disbursed,2023-11-27,2023-12-13,2023-12-22,224038.74,201317.05,194271.38,138.16,7.683,120,2408.94,0,Equipment,8419.64,Personal use,,2023-11-27 00:00:00,2024-01-25 00:00:00
LN0001910,CUST009952,BRN0038,EMP00416,Home Mortgage,Disbursed,2022-02-25,2022-03-19,2022-03-23,4433.14,4345.45,4234.1,3903.37,15.4394,60,104.38,0,Cash Deposit,,Emergency,,2022-02-25 00:00:00,2024-02-23 00:00:00
